time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,windspeed_10m_max,sunshine_duration,city,latitude,longitude
2023-01-26,19.5,4.0,10.7,0.0,11.3,39782.2,Bogotá,4.711,-74.0721
2023-01-27,20.7,2.1,11.0,0.0,11.1,40328.28,Bogotá,4.711,-74.0721
2023-01-28,19.8,4.1,10.8,0.0,14.9,39711.38,Bogotá,4.711,-74.0721
2023-01-29,19.2,1.2,10.3,0.0,18.5,40357.88,Bogotá,4.711,-74.0721
2023-01-30,20.0,2.9,11.2,0.3,10.5,39744.41,Bogotá,4.711,-74.0721
2023-01-31,19.6,8.4,12.6,0.9,17.4,35180.13,Bogotá,4.711,-74.0721
2023-02-01,20.7,7.4,12.8,0.4,11.3,38796.59,Bogotá,4.711,-74.0721
2023-02-02,20.2,9.4,13.3,0.8,14.3,35700.53,Bogotá,4.711,-74.0721
2023-02-03,20.1,3.2,11.7,1.2,13.9,40434.51,Bogotá,4.711,-74.0721
2023-02-04,19.1,4.3,11.8,0.0,14.2,40450.13,Bogotá,4.711,-74.0721
2023-02-05,19.0,3.9,11.6,0.1,15.3,40465.8,Bogotá,4.711,-74.0721
2023-02-06,18.9,5.3,11.5,0.1,15.5,40481.49,Bogotá,4.711,-74.0721
2023-02-07,19.3,5.1,12.2,0.1,15.6,40497.23,Bogotá,4.711,-74.0721
2023-02-08,20.9,5.2,12.5,0.3,11.3,40513.19,Bogotá,4.711,-74.0721
2023-02-09,20.8,6.0,12.9,0.2,15.0,40374.26,Bogotá,4.711,-74.0721
2023-02-10,21.1,5.0,13.0,0.3,14.8,40545.75,Bogotá,4.711,-74.0721
2023-02-11,20.3,6.0,13.1,0.5,17.4,40524.07,Bogotá,4.711,-74.0721
2023-02-12,19.2,8.2,13.6,0.0,18.3,37076.62,Bogotá,4.711,-74.0721
2023-02-13,20.5,8.4,14.1,1.3,15.1,37218.46,Bogotá,4.711,-74.0721
2023-02-14,19.8,8.9,14.0,1.2,15.5,37722.77,Bogotá,4.711,-74.0721
2023-02-15,21.7,7.7,13.7,1.7,12.0,37425.08,Bogotá,4.711,-74.0721
2023-02-16,20.8,6.8,12.8,6.5,9.8,31543.49,Bogotá,4.711,-74.0721
2023-02-17,20.2,6.8,12.6,5.1,10.0,35499.68,Bogotá,4.711,-74.0721
2023-02-18,19.1,8.7,12.2,18.2,15.9,32375.25,Bogotá,4.711,-74.0721
2023-02-19,19.8,9.1,13.0,0.0,11.3,35275.1,Bogotá,4.711,-74.0721
2023-02-20,18.8,7.7,12.5,0.3,11.6,30658.48,Bogotá,4.711,-74.0721
2023-02-21,17.8,9.3,12.5,0.6,9.9,20201.33,Bogotá,4.711,-74.0721
2023-02-22,17.5,7.1,12.2,2.4,8.4,30856.42,Bogotá,4.711,-74.0721
2023-02-23,20.4,6.6,12.0,0.1,12.8,38316.12,Bogotá,4.711,-74.0721
2023-02-24,20.1,6.0,12.5,1.3,10.4,40784.64,Bogotá,4.711,-74.0721
2023-02-25,20.5,6.7,13.1,0.0,12.9,40801.67,Bogotá,4.711,-74.0721
2023-02-26,20.5,3.3,11.8,0.0,15.4,40270.37,Bogotá,4.711,-74.0721
2023-02-27,19.9,7.9,13.4,2.3,14.0,36767.29,Bogotá,4.711,-74.0721
2023-02-28,20.3,10.4,14.3,1.8,15.1,39932.27,Bogotá,4.711,-74.0721
2023-03-01,20.5,8.6,13.9,4.5,13.4,38204.59,Bogotá,4.711,-74.0721
2023-03-02,19.4,8.6,14.0,1.1,13.8,39867.41,Bogotá,4.711,-74.0721
2023-03-03,19.8,10.5,14.1,1.5,16.3,38127.32,Bogotá,4.711,-74.0721
2023-03-04,19.2,10.3,14.2,1.1,15.9,36512.79,Bogotá,4.711,-74.0721
2023-03-05,18.1,9.9,13.3,1.3,14.9,31282.89,Bogotá,4.711,-74.0721
2023-03-06,21.2,7.0,13.3,0.7,9.5,33323.43,Bogotá,4.711,-74.0721
2023-03-07,19.0,8.6,13.6,9.6,10.0,33335.39,Bogotá,4.711,-74.0721
2023-03-08,18.5,10.8,13.5,8.6,12.1,23381.13,Bogotá,4.711,-74.0721
2023-03-09,15.5,9.6,12.3,5.9,8.6,13605.02,Bogotá,4.711,-74.0721
2023-03-10,18.2,7.5,13.0,5.9,8.9,34962.79,Bogotá,4.711,-74.0721
2023-03-11,15.0,10.3,12.0,5.5,12.5,6204.94,Bogotá,4.711,-74.0721
2023-03-12,17.7,9.9,12.6,8.0,6.3,14829.83,Bogotá,4.711,-74.0721
2023-03-13,16.6,10.9,12.9,22.0,8.6,25610.12,Bogotá,4.711,-74.0721
2023-03-14,18.7,9.8,13.2,6.7,13.8,37183.43,Bogotá,4.711,-74.0721
2023-03-15,18.0,7.3,12.2,7.7,11.8,37722.34,Bogotá,4.711,-74.0721
2023-03-16,20.0,6.8,11.8,17.4,14.0,39401.5,Bogotá,4.711,-74.0721
2023-03-17,19.3,8.6,12.2,15.4,6.9,37984.84,Bogotá,4.711,-74.0721
2023-03-18,18.4,5.8,11.8,9.5,9.3,38171.52,Bogotá,4.711,-74.0721
2023-03-19,19.0,6.9,12.3,13.7,10.6,35950.12,Bogotá,4.711,-74.0721
2023-03-20,20.0,7.6,12.2,9.2,10.9,40199.6,Bogotá,4.711,-74.0721
2023-03-21,20.9,7.3,12.7,0.5,7.0,39633.25,Bogotá,4.711,-74.0721
2023-03-22,19.8,7.8,12.6,4.8,11.6,32293.16,Bogotá,4.711,-74.0721
2023-03-23,19.2,9.2,12.9,14.8,10.1,35825.9,Bogotá,4.711,-74.0721
2023-03-24,19.0,9.2,12.8,3.5,8.9,28381.18,Bogotá,4.711,-74.0721
2023-03-25,18.5,9.8,13.3,4.2,12.1,38485.15,Bogotá,4.711,-74.0721
2023-03-26,18.0,9.2,13.1,1.8,16.8,35068.48,Bogotá,4.711,-74.0721
2023-03-27,18.9,8.6,13.4,7.7,14.1,37437.13,Bogotá,4.711,-74.0721
2023-03-28,18.8,8.7,13.4,1.6,12.7,35785.68,Bogotá,4.711,-74.0721
2023-03-29,18.1,9.6,12.9,3.1,6.3,21856.02,Bogotá,4.711,-74.0721
2023-03-30,18.0,8.9,13.5,2.6,15.6,37388.41,Bogotá,4.711,-74.0721
2023-03-31,19.2,9.1,13.5,4.0,15.4,41349.43,Bogotá,4.711,-74.0721
2023-04-01,19.9,7.8,13.2,10.6,14.8,35741.84,Bogotá,4.711,-74.0721
2023-04-02,18.4,8.3,12.6,4.0,14.2,32568.58,Bogotá,4.711,-74.0721
2023-04-03,18.7,6.5,12.7,0.1,14.5,41393.0,Bogotá,4.711,-74.0721
2023-04-04,20.8,6.5,13.5,0.4,10.1,36641.92,Bogotá,4.711,-74.0721
2023-04-05,20.9,9.2,13.8,3.8,10.7,38377.85,Bogotá,4.711,-74.0721
2023-04-06,18.8,9.0,12.7,3.2,12.1,28598.73,Bogotá,4.711,-74.0721
2023-04-07,18.9,8.5,12.9,5.0,16.0,33962.73,Bogotá,4.711,-74.0721
2023-04-08,18.3,9.8,12.9,19.3,11.5,30920.83,Bogotá,4.711,-74.0721
2023-04-09,18.6,10.3,13.8,0.6,15.9,36653.25,Bogotá,4.711,-74.0721
2023-04-10,18.8,10.3,13.8,0.8,18.9,36465.98,Bogotá,4.711,-74.0721
2023-04-11,19.4,10.0,13.9,1.4,14.3,41501.95,Bogotá,4.711,-74.0721
2023-04-12,18.3,8.8,13.0,2.2,11.4,31123.61,Bogotá,4.711,-74.0721
2023-04-13,20.3,7.2,12.8,1.0,19.3,32549.74,Bogotá,4.711,-74.0721
2023-04-14,20.1,5.8,12.9,0.0,16.9,35365.57,Bogotá,4.711,-74.0721
2023-04-15,19.3,8.6,13.9,1.8,14.9,41366.23,Bogotá,4.711,-74.0721
2023-04-16,19.1,9.9,13.3,14.5,10.5,25386.29,Bogotá,4.711,-74.0721
2023-04-17,18.0,8.5,13.1,4.9,10.9,24153.47,Bogotá,4.711,-74.0721
2023-04-18,19.3,10.7,13.4,4.7,11.5,26262.23,Bogotá,4.711,-74.0721
2023-04-19,20.5,7.8,13.2,2.2,11.3,37873.73,Bogotá,4.711,-74.0721
2023-04-20,20.1,7.8,13.3,5.1,14.8,39126.12,Bogotá,4.711,-74.0721
2023-04-21,17.7,10.0,13.0,11.5,11.1,25656.3,Bogotá,4.711,-74.0721
2023-04-22,17.6,9.1,12.9,2.6,11.0,21427.0,Bogotá,4.711,-74.0721
2023-04-23,20.1,9.0,13.0,8.0,14.5,28386.06,Bogotá,4.711,-74.0721
2023-04-24,17.2,9.3,12.8,0.1,12.6,23031.07,Bogotá,4.711,-74.0721
2023-04-25,18.8,9.2,13.2,13.7,15.5,35573.78,Bogotá,4.711,-74.0721
2023-04-26,18.5,9.6,13.0,3.1,9.2,20229.44,Bogotá,4.711,-74.0721
2023-04-27,18.5,6.8,13.0,4.7,12.5,40689.57,Bogotá,4.711,-74.0721
2023-04-28,19.5,8.4,13.3,1.7,14.3,36544.23,Bogotá,4.711,-74.0721
2023-04-29,19.2,7.5,13.0,0.5,14.8,41716.26,Bogotá,4.711,-74.0721
2023-04-30,18.1,6.8,12.5,0.6,12.6,35675.01,Bogotá,4.711,-74.0721
2023-05-01,19.4,6.0,12.6,0.6,15.5,41736.78,Bogotá,4.711,-74.0721
2023-05-02,19.7,5.8,12.5,0.1,15.9,41746.84,Bogotá,4.711,-74.0721
2023-05-03,18.6,6.0,12.7,0.7,18.1,41756.77,Bogotá,4.711,-74.0721
2023-05-04,18.8,5.8,12.9,1.3,14.9,41766.56,Bogotá,4.711,-74.0721
2023-05-05,19.6,8.6,13.6,1.3,13.3,39764.2,Bogotá,4.711,-74.0721
2023-05-06,19.4,7.5,13.1,0.6,16.6,41785.7,Bogotá,4.711,-74.0721
2023-05-07,20.2,6.0,13.0,0.0,18.9,40051.68,Bogotá,4.711,-74.0721
2023-05-08,20.0,7.7,13.6,0.7,14.5,41804.17,Bogotá,4.711,-74.0721
2023-05-09,18.4,9.4,13.9,0.2,16.3,40165.05,Bogotá,4.711,-74.0721
2023-05-10,19.0,10.9,14.1,1.0,14.8,22937.85,Bogotá,4.711,-74.0721
2023-05-11,18.8,9.7,14.0,0.9,12.4,28320.69,Bogotá,4.711,-74.0721
2023-05-12,19.5,9.8,14.3,0.9,16.1,38487.94,Bogotá,4.711,-74.0721
2023-05-13,19.5,10.4,14.5,0.4,19.9,35882.39,Bogotá,4.711,-74.0721
2023-05-14,18.7,11.0,14.0,0.1,18.6,30493.67,Bogotá,4.711,-74.0721
2023-05-15,18.4,9.4,13.9,0.7,10.9,22928.3,Bogotá,4.711,-74.0721
2023-05-16,20.4,7.9,13.8,0.4,10.1,33851.3,Bogotá,4.711,-74.0721
2023-05-17,19.1,8.0,12.4,10.7,7.4,21585.61,Bogotá,4.711,-74.0721
2023-05-18,21.3,7.3,14.3,1.8,14.3,41432.27,Bogotá,4.711,-74.0721
2023-05-19,20.8,10.6,14.9,0.7,14.6,38570.97,Bogotá,4.711,-74.0721
2023-05-20,20.2,10.6,15.0,0.7,15.9,30858.1,Bogotá,4.711,-74.0721
2023-05-21,20.5,10.1,14.6,0.5,11.2,30729.86,Bogotá,4.711,-74.0721
2023-05-22,21.3,10.4,13.9,28.5,15.5,26685.69,Bogotá,4.711,-74.0721
2023-05-23,18.7,11.2,14.0,10.1,6.1,28497.77,Bogotá,4.711,-74.0721
2023-05-24,18.8,10.0,14.1,6.3,10.2,35219.15,Bogotá,4.711,-74.0721
2023-05-25,20.1,9.0,14.0,2.1,12.4,35121.45,Bogotá,4.711,-74.0721
2023-05-26,18.2,9.4,13.3,2.1,11.5,21030.77,Bogotá,4.711,-74.0721
2023-05-27,19.6,7.0,13.1,2.5,14.3,36489.44,Bogotá,4.711,-74.0721
2023-05-28,19.5,9.3,13.8,2.2,13.8,31398.42,Bogotá,4.711,-74.0721
2023-05-29,20.2,8.1,13.6,0.3,13.7,38609.05,Bogotá,4.711,-74.0721
2023-05-30,18.6,10.0,13.4,1.6,10.9,23627.9,Bogotá,4.711,-74.0721
2023-05-31,19.0,9.1,13.9,0.1,16.5,40748.34,Bogotá,4.711,-74.0721
2023-06-01,17.7,10.0,13.3,3.9,14.8,34920.25,Bogotá,4.711,-74.0721
2023-06-02,18.6,8.3,13.5,0.4,18.4,41970.52,Bogotá,4.711,-74.0721
2023-06-03,19.1,8.0,13.2,0.0,21.1,41974.48,Bogotá,4.711,-74.0721
2023-06-04,20.0,8.2,13.5,0.1,15.5,41978.2,Bogotá,4.711,-74.0721
2023-06-05,18.0,8.1,13.0,0.8,17.9,38700.97,Bogotá,4.711,-74.0721
2023-06-06,18.4,9.6,13.8,1.7,16.7,41984.91,Bogotá,4.711,-74.0721
2023-06-07,19.0,8.2,13.3,0.1,16.8,40705.17,Bogotá,4.711,-74.0721
2023-06-08,18.6,7.7,13.1,1.6,14.7,38523.75,Bogotá,4.711,-74.0721
2023-06-09,18.8,8.3,13.2,0.5,15.9,41994.0,Bogotá,4.711,-74.0721
2023-06-10,19.4,7.0,13.0,0.4,16.8,41996.6,Bogotá,4.711,-74.0721
2023-06-11,20.2,6.4,13.3,2.7,16.3,41998.96,Bogotá,4.711,-74.0721
2023-06-12,19.0,7.1,12.9,1.2,15.7,42001.11,Bogotá,4.711,-74.0721
2023-06-13,19.9,7.8,13.4,0.0,19.5,42003.01,Bogotá,4.711,-74.0721
2023-06-14,18.1,8.5,13.0,2.3,17.2,31730.62,Bogotá,4.711,-74.0721
2023-06-15,18.3,10.0,13.5,1.1,16.5,36000.0,Bogotá,4.711,-74.0721
2023-06-16,17.8,10.8,13.6,0.4,16.7,33245.43,Bogotá,4.711,-74.0721
2023-06-17,16.9,10.5,12.9,0.3,23.2,36735.73,Bogotá,4.711,-74.0721
2023-06-18,16.7,10.4,12.8,0.1,23.8,37666.39,Bogotá,4.711,-74.0721
2023-06-19,18.9,8.5,12.8,0.0,19.2,41702.39,Bogotá,4.711,-74.0721
2023-06-20,18.3,9.6,13.2,0.0,18.4,40618.64,Bogotá,4.711,-74.0721
2023-06-21,18.6,10.1,13.8,0.2,18.8,35664.47,Bogotá,4.711,-74.0721
2023-06-22,18.7,9.5,13.6,1.0,15.4,40225.11,Bogotá,4.711,-74.0721
2023-06-23,19.5,9.7,14.1,0.2,11.7,39082.27,Bogotá,4.711,-74.0721
2023-06-24,19.1,8.9,13.9,1.6,16.7,33251.34,Bogotá,4.711,-74.0721
2023-06-25,18.2,11.2,14.0,0.5,17.6,37403.87,Bogotá,4.711,-74.0721
2023-06-26,19.5,9.8,14.1,0.8,18.1,42006.27,Bogotá,4.711,-74.0721
2023-06-27,20.2,7.5,13.6,0.6,12.0,42005.11,Bogotá,4.711,-74.0721
2023-06-28,20.4,7.5,13.8,0.6,15.5,42003.77,Bogotá,4.711,-74.0721
2023-06-29,18.8,10.8,14.1,0.5,20.4,38993.02,Bogotá,4.711,-74.0721
2023-06-30,18.7,10.4,13.7,0.5,18.7,34871.03,Bogotá,4.711,-74.0721
2023-07-01,19.3,8.9,13.8,0.1,16.8,41998.29,Bogotá,4.711,-74.0721
2023-07-02,19.1,10.1,13.7,1.9,10.9,28654.86,Bogotá,4.711,-74.0721
2023-07-03,19.8,9.3,13.9,2.1,8.0,37988.72,Bogotá,4.711,-74.0721
2023-07-04,19.4,8.2,12.6,4.3,8.8,25759.28,Bogotá,4.711,-74.0721
2023-07-05,20.0,6.9,13.1,2.9,11.1,41987.64,Bogotá,4.711,-74.0721
2023-07-06,19.8,8.5,13.4,1.3,9.7,38920.98,Bogotá,4.711,-74.0721
2023-07-07,20.8,7.2,13.1,5.5,11.3,41980.93,Bogotá,4.711,-74.0721
2023-07-08,19.6,7.4,12.4,10.4,10.4,41977.25,Bogotá,4.711,-74.0721
2023-07-09,18.9,6.3,11.9,0.5,14.0,41973.35,Bogotá,4.711,-74.0721
2023-07-10,18.9,4.1,11.3,0.8,10.7,37518.89,Bogotá,4.711,-74.0721
2023-07-11,18.6,6.9,12.3,1.0,14.8,41964.92,Bogotá,4.711,-74.0721
2023-07-12,19.1,5.9,12.1,0.7,13.5,41960.38,Bogotá,4.711,-74.0721
2023-07-13,19.2,5.1,12.2,0.5,11.5,41955.64,Bogotá,4.711,-74.0721
2023-07-14,19.5,6.5,12.6,15.7,11.7,41950.7,Bogotá,4.711,-74.0721
2023-07-15,18.7,6.2,12.5,1.4,12.8,41945.55,Bogotá,4.711,-74.0721
2023-07-16,19.3,6.4,12.6,1.7,14.0,41940.23,Bogotá,4.711,-74.0721
2023-07-17,19.1,6.7,12.8,0.9,15.6,41934.82,Bogotá,4.711,-74.0721
2023-07-18,18.1,8.3,12.9,1.0,18.6,40102.88,Bogotá,4.711,-74.0721
2023-07-19,17.0,7.1,11.8,0.7,15.1,39081.67,Bogotá,4.711,-74.0721
2023-07-20,18.3,8.1,12.7,0.0,18.6,41917.38,Bogotá,4.711,-74.0721
2023-07-21,18.4,10.4,13.6,1.1,16.9,33783.87,Bogotá,4.711,-74.0721
2023-07-22,18.3,8.6,13.1,0.6,16.1,36522.7,Bogotá,4.711,-74.0721
2023-07-23,18.9,7.0,12.8,0.7,13.2,41897.94,Bogotá,4.711,-74.0721
2023-07-24,19.7,7.8,13.3,1.6,11.9,41891.05,Bogotá,4.711,-74.0721
2023-07-25,19.7,5.2,12.4,5.8,11.6,39204.38,Bogotá,4.711,-74.0721
2023-07-26,21.1,7.4,13.9,0.1,10.5,39529.75,Bogotá,4.711,-74.0721
2023-07-27,20.5,10.7,14.6,0.7,12.0,39364.7,Bogotá,4.711,-74.0721
2023-07-28,19.1,8.6,13.3,1.1,12.2,41861.55,Bogotá,4.711,-74.0721
2023-07-29,18.6,8.0,13.4,1.2,18.1,41035.67,Bogotá,4.711,-74.0721
2023-07-30,17.6,10.5,13.4,0.3,22.1,40806.93,Bogotá,4.711,-74.0721
2023-07-31,17.9,9.1,13.0,0.7,16.8,32957.79,Bogotá,4.711,-74.0721
2023-08-01,16.3,7.7,11.7,0.7,17.8,32864.88,Bogotá,4.711,-74.0721
2023-08-02,18.6,6.6,12.2,0.9,13.0,41820.79,Bogotá,4.711,-74.0721
2023-08-03,18.6,6.6,12.2,1.0,13.3,41812.18,Bogotá,4.711,-74.0721
2023-08-04,20.0,5.9,12.7,0.1,15.3,41803.43,Bogotá,4.711,-74.0721
2023-08-05,19.6,8.3,13.4,0.8,14.5,40268.56,Bogotá,4.711,-74.0721
2023-08-06,19.4,9.2,13.6,4.3,13.2,39010.71,Bogotá,4.711,-74.0721
2023-08-07,18.5,8.1,12.8,0.8,15.3,33786.27,Bogotá,4.711,-74.0721
2023-08-08,19.9,6.3,12.5,0.0,16.1,41766.7,Bogotá,4.711,-74.0721
2023-08-09,18.8,5.4,11.2,0.9,13.0,25900.43,Bogotá,4.711,-74.0721
2023-08-10,21.2,5.2,13.0,0.3,13.7,41747.14,Bogotá,4.711,-74.0721
2023-08-11,19.3,7.7,13.2,0.4,13.3,39262.07,Bogotá,4.711,-74.0721
2023-08-12,19.7,6.5,13.0,7.2,12.8,34646.12,Bogotá,4.711,-74.0721
2023-08-13,19.6,9.0,13.3,0.4,15.3,31213.71,Bogotá,4.711,-74.0721
2023-08-14,21.0,5.8,13.5,1.8,14.1,41705.95,Bogotá,4.711,-74.0721
2023-08-15,19.5,8.9,14.0,0.9,12.7,36878.0,Bogotá,4.711,-74.0721
2023-08-16,21.3,9.5,14.6,0.7,13.0,39089.19,Bogotá,4.711,-74.0721
2023-08-17,21.9,10.0,14.8,0.0,16.1,39054.45,Bogotá,4.711,-74.0721
2023-08-18,22.6,9.0,14.1,9.3,12.1,34910.8,Bogotá,4.711,-74.0721
2023-08-19,22.5,6.8,13.6,5.3,13.6,41651.07,Bogotá,4.711,-74.0721
2023-08-20,22.8,9.5,14.7,7.4,11.3,35670.17,Bogotá,4.711,-74.0721
2023-08-21,21.8,9.6,14.8,0.6,13.4,35911.81,Bogotá,4.711,-74.0721
2023-08-22,19.2,8.3,13.4,3.7,12.9,29917.69,Bogotá,4.711,-74.0721
2023-08-23,21.2,4.7,12.7,0.0,20.2,41605.02,Bogotá,4.711,-74.0721
2023-08-24,19.4,8.5,13.4,2.9,14.8,40039.12,Bogotá,4.711,-74.0721
2023-08-25,20.0,6.7,13.0,0.4,14.5,41581.43,Bogotá,4.711,-74.0721
2023-08-26,20.7,4.9,12.2,0.0,18.6,41569.32,Bogotá,4.711,-74.0721
2023-08-27,20.4,5.1,12.4,0.0,19.2,41556.96,Bogotá,4.711,-74.0721
2023-08-28,19.5,5.5,12.3,0.5,16.6,41544.44,Bogotá,4.711,-74.0721
2023-08-29,22.0,5.4,13.0,0.0,15.4,41531.77,Bogotá,4.711,-74.0721
2023-08-30,20.0,6.9,13.1,0.5,18.4,38582.38,Bogotá,4.711,-74.0721
2023-08-31,20.7,5.9,13.2,0.0,17.6,41505.95,Bogotá,4.711,-74.0721
2023-09-01,21.2,5.5,13.1,0.2,14.3,41492.82,Bogotá,4.711,-74.0721
2023-09-02,23.3,5.4,13.4,0.9,10.1,34665.91,Bogotá,4.711,-74.0721
2023-09-03,20.9,7.8,13.7,0.9,9.3,36428.86,Bogotá,4.711,-74.0721
2023-09-04,19.6,7.5,13.2,0.5,17.4,39900.17,Bogotá,4.711,-74.0721
2023-09-05,19.2,6.7,12.7,1.1,16.3,41382.79,Bogotá,4.711,-74.0721
2023-09-06,20.2,6.8,13.1,0.0,17.1,41425.35,Bogotá,4.711,-74.0721
2023-09-07,20.6,5.2,12.8,0.1,16.6,41411.54,Bogotá,4.711,-74.0721
2023-09-08,19.9,6.6,13.3,0.0,17.1,39363.34,Bogotá,4.711,-74.0721
2023-09-09,21.4,7.7,14.0,0.6,16.3,36622.88,Bogotá,4.711,-74.0721
2023-09-10,20.8,8.9,13.8,1.4,16.4,40257.55,Bogotá,4.711,-74.0721
2023-09-11,21.0,8.8,14.0,2.9,16.4,41355.5,Bogotá,4.711,-74.0721
2023-09-12,22.0,5.4,13.6,0.5,14.3,41341.34,Bogotá,4.711,-74.0721
2023-09-13,21.5,6.0,13.7,0.2,17.1,41327.14,Bogotá,4.711,-74.0721
2023-09-14,20.0,7.9,13.5,0.2,16.7,41312.9,Bogotá,4.711,-74.0721
2023-09-15,20.1,7.0,13.5,0.3,16.5,40827.49,Bogotá,4.711,-74.0721
2023-09-16,21.5,4.3,12.7,0.0,17.7,41283.55,Bogotá,4.711,-74.0721
2023-09-17,18.7,5.8,12.3,0.7,12.2,37245.98,Bogotá,4.711,-74.0721
2023-09-18,19.3,6.6,12.8,1.0,14.5,41253.54,Bogotá,4.711,-74.0721
2023-09-19,19.4,6.5,12.4,0.4,15.1,41238.33,Bogotá,4.711,-74.0721
2023-09-20,19.1,4.1,11.7,0.7,12.5,41223.01,Bogotá,4.711,-74.0721
2023-09-21,20.8,5.1,12.5,0.0,17.3,41207.57,Bogotá,4.711,-74.0721
2023-09-22,23.5,5.1,13.5,3.9,10.7,39527.61,Bogotá,4.711,-74.0721
2023-09-23,21.5,8.5,14.1,10.7,12.7,37807.48,Bogotá,4.711,-74.0721
2023-09-24,19.9,8.4,13.7,1.3,16.0,39565.2,Bogotá,4.711,-74.0721
2023-09-25,20.4,8.8,13.7,0.7,13.8,41144.89,Bogotá,4.711,-74.0721
2023-09-26,22.2,6.3,13.6,0.6,13.2,41129.03,Bogotá,4.711,-74.0721
2023-09-27,22.9,5.6,13.5,2.1,13.9,39400.88,Bogotá,4.711,-74.0721
2023-09-28,21.8,7.7,13.7,11.4,14.2,37565.16,Bogotá,4.711,-74.0721
2023-09-29,21.7,9.7,14.7,0.7,17.1,41081.2,Bogotá,4.711,-74.0721
2023-09-30,21.8,7.2,14.5,0.4,14.0,40944.02,Bogotá,4.711,-74.0721
2023-10-01,22.2,8.1,14.3,0.0,15.1,41049.18,Bogotá,4.711,-74.0721
2023-10-02,22.6,8.1,14.6,0.9,15.1,40739.12,Bogotá,4.711,-74.0721
2023-10-03,22.5,8.7,14.8,0.7,14.3,36117.18,Bogotá,4.711,-74.0721
2023-10-04,22.2,9.2,14.1,1.1,7.2,29519.87,Bogotá,4.711,-74.0721
2023-10-05,23.6,8.3,14.4,1.3,14.3,36737.68,Bogotá,4.711,-74.0721
2023-10-06,20.2,8.9,14.1,6.9,11.5,40756.42,Bogotá,4.711,-74.0721
2023-10-07,22.8,8.1,14.3,0.7,12.5,37742.08,Bogotá,4.711,-74.0721
2023-10-08,20.0,9.3,14.6,0.2,8.9,36784.36,Bogotá,4.711,-74.0721
2023-10-09,23.4,9.2,15.2,5.6,12.6,37230.75,Bogotá,4.711,-74.0721
2023-10-10,20.0,9.8,14.0,0.4,14.7,39332.21,Bogotá,4.711,-74.0721
2023-10-11,21.1,8.1,14.3,0.5,14.3,37104.81,Bogotá,4.711,-74.0721
2023-10-12,22.7,8.7,14.4,0.1,12.5,40284.84,Bogotá,4.711,-74.0721
2023-10-13,21.8,6.1,13.8,0.0,15.6,35786.59,Bogotá,4.711,-74.0721
2023-10-14,21.0,8.9,14.6,0.5,13.8,39636.21,Bogotá,4.711,-74.0721
2023-10-15,20.7,8.8,13.8,0.3,18.7,38044.06,Bogotá,4.711,-74.0721
2023-10-16,21.8,6.3,13.9,0.8,11.4,40204.0,Bogotá,4.711,-74.0721
2023-10-17,20.7,8.0,13.4,0.1,9.3,37620.45,Bogotá,4.711,-74.0721
2023-10-18,21.1,9.2,14.4,0.6,13.6,36534.43,Bogotá,4.711,-74.0721
2023-10-19,20.8,8.5,14.1,0.0,16.0,36580.84,Bogotá,4.711,-74.0721
2023-10-20,21.8,6.7,13.6,0.3,15.5,33886.9,Bogotá,4.711,-74.0721
2023-10-21,20.1,8.0,14.0,2.2,13.4,39499.75,Bogotá,4.711,-74.0721
2023-10-22,20.2,7.9,13.5,3.4,7.0,32022.69,Bogotá,4.711,-74.0721
2023-10-23,22.9,8.5,15.0,0.0,13.0,39500.51,Bogotá,4.711,-74.0721
2023-10-24,21.0,9.6,14.1,11.6,6.8,33580.78,Bogotá,4.711,-74.0721
2023-10-25,22.1,8.2,13.8,4.2,11.2,34346.16,Bogotá,4.711,-74.0721
2023-10-26,20.1,8.8,13.6,19.4,11.4,39495.25,Bogotá,4.711,-74.0721
2023-10-27,19.6,10.3,13.7,0.8,11.2,35157.59,Bogotá,4.711,-74.0721
2023-10-28,19.4,7.9,13.0,9.5,11.2,28061.75,Bogotá,4.711,-74.0721
2023-10-29,19.5,8.9,13.4,7.1,8.2,28910.47,Bogotá,4.711,-74.0721
2023-10-30,19.9,10.7,14.1,5.6,6.9,37510.08,Bogotá,4.711,-74.0721
2023-10-31,19.8,8.8,13.5,3.7,10.5,39420.35,Bogotá,4.711,-74.0721
2023-11-01,19.7,9.0,13.8,8.2,13.1,37757.54,Bogotá,4.711,-74.0721
2023-11-02,20.9,9.2,13.8,5.3,17.8,31190.12,Bogotá,4.711,-74.0721
2023-11-03,19.7,8.2,13.8,5.1,8.5,35303.18,Bogotá,4.711,-74.0721
2023-11-04,16.1,9.6,12.9,1.3,7.4,10556.1,Bogotá,4.711,-74.0721
2023-11-05,20.4,7.0,13.6,2.7,8.7,39791.92,Bogotá,4.711,-74.0721
2023-11-06,20.4,10.3,14.2,3.5,9.6,34655.91,Bogotá,4.711,-74.0721
2023-11-07,19.4,9.7,14.1,0.3,11.3,39770.04,Bogotá,4.711,-74.0721
2023-11-08,20.5,8.3,14.0,0.1,10.9,39839.3,Bogotá,4.711,-74.0721
2023-11-09,20.8,9.0,14.2,1.7,14.0,39470.27,Bogotá,4.711,-74.0721
2023-11-10,21.0,9.2,14.3,1.9,10.7,39500.52,Bogotá,4.711,-74.0721
2023-11-11,20.3,8.2,14.0,0.5,13.3,39352.81,Bogotá,4.711,-74.0721
