time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,windspeed_10m_max,sunshine_duration,city,latitude,longitude
2024-01-14,26.8,17.9,22.1,2.9,9.8,39835.93,Cali,3.4516,-76.532
2024-01-15,26.3,18.4,22.3,1.0,11.0,39390.77,Cali,3.4516,-76.532
2024-01-16,26.6,18.9,22.5,4.8,8.5,39323.12,Cali,3.4516,-76.532
2024-01-17,26.6,18.7,22.3,3.5,9.1,39715.65,Cali,3.4516,-76.532
2024-01-18,26.5,20.0,22.5,3.1,9.0,38270.29,Cali,3.4516,-76.532
2024-01-19,27.2,19.2,22.6,9.5,10.3,37920.91,Cali,3.4516,-76.532
2024-01-20,26.1,19.0,22.0,13.4,9.3,37180.61,Cali,3.4516,-76.532
2024-01-21,26.1,19.2,22.2,16.5,7.4,32562.98,Cali,3.4516,-76.532
2024-01-22,27.0,19.4,22.9,1.5,8.7,39820.59,Cali,3.4516,-76.532
2024-01-23,28.2,19.8,23.5,0.5,10.2,39840.09,Cali,3.4516,-76.532
2024-01-24,28.1,20.0,23.7,0.4,7.9,39421.57,Cali,3.4516,-76.532
2024-01-25,28.7,19.6,23.9,1.8,7.6,39334.7,Cali,3.4516,-76.532
2024-01-26,28.6,19.9,23.6,3.4,8.3,39282.44,Cali,3.4516,-76.532
2024-01-27,27.4,19.0,22.8,1.5,6.9,39567.68,Cali,3.4516,-76.532
2024-01-28,28.2,19.7,23.5,9.5,7.3,39148.82,Cali,3.4516,-76.532
2024-01-29,27.9,19.9,23.3,5.4,8.6,39145.84,Cali,3.4516,-76.532
2024-01-30,27.6,19.5,23.1,8.2,7.9,38816.29,Cali,3.4516,-76.532
2024-01-31,26.8,19.7,22.6,4.6,9.0,35962.69,Cali,3.4516,-76.532
2024-02-01,27.3,18.7,22.5,13.8,8.8,33000.45,Cali,3.4516,-76.532
2024-02-02,26.1,19.3,21.5,30.9,8.7,24250.28,Cali,3.4516,-76.532
2024-02-03,26.9,19.1,21.7,22.2,11.4,25427.09,Cali,3.4516,-76.532
2024-02-04,25.4,19.1,21.7,23.4,7.3,31346.48,Cali,3.4516,-76.532
2024-02-05,23.3,19.5,21.0,12.7,7.9,17903.26,Cali,3.4516,-76.532
2024-02-06,26.3,19.2,22.2,8.6,5.4,33322.79,Cali,3.4516,-76.532
2024-02-07,26.9,17.9,22.3,10.2,8.6,39545.59,Cali,3.4516,-76.532
2024-02-08,26.8,19.3,22.4,20.6,9.4,36202.65,Cali,3.4516,-76.532
2024-02-09,26.8,19.1,22.4,3.1,8.4,38726.45,Cali,3.4516,-76.532
2024-02-10,27.0,19.0,22.4,14.4,8.4,38068.11,Cali,3.4516,-76.532
2024-02-11,27.0,19.3,22.3,13.6,8.2,39018.12,Cali,3.4516,-76.532
2024-02-12,26.7,19.1,22.2,5.9,11.3,37327.24,Cali,3.4516,-76.532
2024-02-13,27.0,19.2,22.6,3.6,9.5,34082.76,Cali,3.4516,-76.532
2024-02-14,28.0,19.4,23.2,13.7,9.2,39669.99,Cali,3.4516,-76.532
2024-02-15,28.5,19.4,23.4,23.9,8.1,38595.27,Cali,3.4516,-76.532
2024-02-16,28.2,20.1,23.1,5.5,8.3,37502.0,Cali,3.4516,-76.532
2024-02-17,26.5,19.1,22.3,2.9,8.6,28130.3,Cali,3.4516,-76.532
2024-02-18,27.0,19.1,22.6,7.6,9.9,36000.0,Cali,3.4516,-76.532
2024-02-19,28.0,19.5,22.7,6.3,7.4,36816.96,Cali,3.4516,-76.532
2024-02-20,27.8,19.0,22.6,24.3,7.4,38124.07,Cali,3.4516,-76.532
2024-02-21,22.3,19.2,20.4,51.5,8.4,13945.31,Cali,3.4516,-76.532
2024-02-22,27.6,17.5,21.6,1.3,9.1,33736.17,Cali,3.4516,-76.532
2024-02-23,28.3,17.9,22.4,0.4,7.7,40030.51,Cali,3.4516,-76.532
2024-02-24,26.7,18.7,22.1,23.9,9.4,39663.98,Cali,3.4516,-76.532
2024-02-25,25.9,18.1,21.3,7.3,9.8,39582.25,Cali,3.4516,-76.532
2024-02-26,26.9,17.2,21.8,5.4,10.8,37086.57,Cali,3.4516,-76.532
2024-02-27,27.9,18.6,22.5,10.8,6.6,32400.0,Cali,3.4516,-76.532
2024-02-28,28.4,19.0,22.7,14.9,7.0,37807.63,Cali,3.4516,-76.532
2024-02-29,26.3,19.0,22.2,13.4,9.4,31898.61,Cali,3.4516,-76.532
2024-03-01,26.8,18.5,21.8,21.4,8.1,32400.0,Cali,3.4516,-76.532
2024-03-02,26.6,18.6,21.7,10.4,9.6,36873.29,Cali,3.4516,-76.532
2024-03-03,26.0,18.7,21.7,19.0,8.3,33530.05,Cali,3.4516,-76.532
2024-03-04,27.2,19.0,22.7,4.3,7.7,37149.05,Cali,3.4516,-76.532
2024-03-05,27.3,19.1,22.5,12.7,8.3,39866.27,Cali,3.4516,-76.532
2024-03-06,27.6,19.1,22.7,6.4,9.7,39661.29,Cali,3.4516,-76.532
2024-03-07,27.7,19.5,22.8,12.8,10.5,40447.27,Cali,3.4516,-76.532
2024-03-08,27.8,18.9,22.6,30.8,7.6,37636.73,Cali,3.4516,-76.532
2024-03-09,26.0,18.8,22.1,31.9,7.5,32787.85,Cali,3.4516,-76.532
2024-03-10,28.2,19.1,23.1,3.5,9.3,37521.48,Cali,3.4516,-76.532
2024-03-11,28.1,19.9,22.7,17.8,8.5,34206.97,Cali,3.4516,-76.532
2024-03-12,27.8,19.4,22.8,10.1,12.8,39500.93,Cali,3.4516,-76.532
2024-03-13,27.8,19.2,22.9,23.2,8.1,36802.36,Cali,3.4516,-76.532
2024-03-14,26.7,19.6,22.8,4.4,9.3,40082.8,Cali,3.4516,-76.532
2024-03-15,27.6,19.5,22.7,11.3,6.6,38597.8,Cali,3.4516,-76.532
2024-03-16,28.2,19.1,22.9,32.3,11.0,39740.5,Cali,3.4516,-76.532
2024-03-17,28.1,19.5,23.1,15.9,10.7,39833.04,Cali,3.4516,-76.532
2024-03-18,27.6,19.9,23.0,13.1,8.7,40425.6,Cali,3.4516,-76.532
2024-03-19,26.9,19.3,22.2,21.2,9.5,27309.26,Cali,3.4516,-76.532
2024-03-20,28.0,18.6,22.2,25.6,8.3,38058.82,Cali,3.4516,-76.532
2024-03-21,26.6,19.0,21.9,8.8,13.7,39368.22,Cali,3.4516,-76.532
2024-03-22,27.6,18.0,22.5,3.4,10.2,40645.2,Cali,3.4516,-76.532
2024-03-23,26.4,19.1,22.3,14.6,7.7,19057.96,Cali,3.4516,-76.532
2024-03-24,28.0,19.9,23.0,23.4,6.6,38812.01,Cali,3.4516,-76.532
2024-03-25,26.0,19.3,21.9,26.6,5.8,38983.45,Cali,3.4516,-76.532
2024-03-26,27.7,18.4,21.9,24.2,8.6,39349.56,Cali,3.4516,-76.532
2024-03-27,24.8,18.8,21.5,19.2,9.4,24221.09,Cali,3.4516,-76.532
2024-03-28,27.4,19.4,22.3,33.0,7.1,39276.93,Cali,3.4516,-76.532
2024-03-29,25.9,19.1,22.1,14.1,8.4,39410.91,Cali,3.4516,-76.532
2024-03-30,27.1,18.6,22.3,24.4,10.1,41305.09,Cali,3.4516,-76.532
2024-03-31,25.9,19.2,21.8,23.1,7.4,26810.41,Cali,3.4516,-76.532
2024-04-01,26.5,19.2,22.0,24.4,9.0,30658.96,Cali,3.4516,-76.532
2024-04-02,24.5,19.4,21.2,23.7,7.1,17346.12,Cali,3.4516,-76.532
2024-04-03,25.0,19.0,21.3,8.1,8.1,31556.0,Cali,3.4516,-76.532
2024-04-04,24.9,19.4,21.2,20.7,7.9,31917.06,Cali,3.4516,-76.532
2024-04-05,26.6,18.4,21.8,14.7,11.0,39446.52,Cali,3.4516,-76.532
2024-04-06,26.2,18.7,21.5,22.1,7.8,36350.77,Cali,3.4516,-76.532
2024-04-07,27.4,19.1,22.4,13.1,9.7,36938.88,Cali,3.4516,-76.532
2024-04-08,25.5,19.0,21.8,20.9,7.2,25325.91,Cali,3.4516,-76.532
2024-04-09,27.6,18.6,22.7,5.1,7.8,39116.64,Cali,3.4516,-76.532
2024-04-10,27.4,19.0,22.7,3.7,8.5,41193.5,Cali,3.4516,-76.532
2024-04-11,28.2,18.4,22.7,2.6,6.3,37136.83,Cali,3.4516,-76.532
2024-04-12,28.9,19.3,23.6,2.5,8.6,41055.68,Cali,3.4516,-76.532
2024-04-13,28.1,18.8,23.3,2.9,10.0,41439.81,Cali,3.4516,-76.532
2024-04-14,27.6,19.4,22.9,18.7,7.3,41448.7,Cali,3.4516,-76.532
2024-04-15,26.3,19.2,22.2,20.7,7.7,32636.76,Cali,3.4516,-76.532
2024-04-16,27.9,19.3,23.0,15.8,11.0,38658.76,Cali,3.4516,-76.532
2024-04-17,25.4,19.1,22.4,38.2,8.7,28182.6,Cali,3.4516,-76.532
2024-04-18,26.0,19.3,22.0,29.7,9.9,28229.3,Cali,3.4516,-76.532
2024-04-19,25.9,19.4,22.1,25.2,8.6,33625.57,Cali,3.4516,-76.532
2024-04-20,28.2,18.9,22.9,7.0,5.4,41499.38,Cali,3.4516,-76.532
2024-04-21,23.6,19.3,21.0,18.9,8.0,21045.4,Cali,3.4516,-76.532
2024-04-22,23.0,19.3,20.6,12.0,6.9,9409.5,Cali,3.4516,-76.532
2024-04-23,26.8,18.5,22.1,3.5,9.4,32447.65,Cali,3.4516,-76.532
2024-04-24,26.4,19.5,22.5,19.6,8.4,35926.56,Cali,3.4516,-76.532
2024-04-25,26.2,19.1,21.8,43.3,7.3,32615.21,Cali,3.4516,-76.532
2024-04-26,26.7,19.1,22.0,7.7,6.4,37351.27,Cali,3.4516,-76.532
2024-04-27,25.9,18.6,21.6,19.8,8.4,38574.12,Cali,3.4516,-76.532
2024-04-28,25.7,19.1,21.4,16.1,10.5,36403.93,Cali,3.4516,-76.532
2024-04-29,27.3,19.2,22.3,5.7,7.8,35017.82,Cali,3.4516,-76.532
2024-04-30,26.3,19.7,22.4,25.0,8.4,31841.55,Cali,3.4516,-76.532
2024-05-01,26.5,19.7,22.3,20.8,10.9,32510.51,Cali,3.4516,-76.532
2024-05-02,25.1,19.5,21.7,35.1,9.0,22884.5,Cali,3.4516,-76.532
2024-05-03,25.4,19.5,21.7,21.1,8.5,27904.23,Cali,3.4516,-76.532
2024-05-04,25.3,19.3,21.7,23.8,8.3,32400.0,Cali,3.4516,-76.532
2024-05-05,24.9,19.5,21.7,16.6,7.9,29891.99,Cali,3.4516,-76.532
2024-05-06,26.3,19.0,22.1,3.1,9.4,29259.08,Cali,3.4516,-76.532
2024-05-07,26.4,18.8,21.8,19.8,10.1,33770.09,Cali,3.4516,-76.532
2024-05-08,23.1,19.3,20.8,34.1,6.2,6232.61,Cali,3.4516,-76.532
2024-05-09,22.4,18.7,20.2,12.9,8.5,19147.34,Cali,3.4516,-76.532
2024-05-10,26.4,18.3,21.8,1.0,8.2,32257.17,Cali,3.4516,-76.532
2024-05-11,27.1,19.2,22.4,15.2,9.0,35409.21,Cali,3.4516,-76.532
2024-05-12,25.9,19.0,22.2,6.5,6.3,36000.0,Cali,3.4516,-76.532
2024-05-13,28.0,20.1,23.1,4.9,10.2,34693.72,Cali,3.4516,-76.532
2024-05-14,24.2,19.3,21.1,31.0,8.6,12795.65,Cali,3.4516,-76.532
2024-05-15,23.2,19.2,20.6,38.1,8.8,25110.27,Cali,3.4516,-76.532
2024-05-16,25.2,17.4,21.1,9.6,7.8,33226.36,Cali,3.4516,-76.532
2024-05-17,26.3,18.4,21.4,30.4,7.2,37270.01,Cali,3.4516,-76.532
2024-05-18,26.6,19.3,22.1,9.5,7.8,36044.66,Cali,3.4516,-76.532
2024-05-19,27.2,18.8,22.5,12.1,10.3,31271.74,Cali,3.4516,-76.532
2024-05-20,24.9,19.1,21.5,15.6,9.2,12012.51,Cali,3.4516,-76.532
2024-05-21,26.0,19.3,22.2,29.1,8.3,32307.5,Cali,3.4516,-76.532
2024-05-22,26.0,19.1,21.6,40.1,9.4,32400.0,Cali,3.4516,-76.532
2024-05-23,24.7,19.1,21.4,11.6,8.2,24817.8,Cali,3.4516,-76.532
2024-05-24,25.1,18.5,21.4,7.0,7.9,36322.91,Cali,3.4516,-76.532
2024-05-25,25.8,18.9,21.5,32.2,5.6,25139.13,Cali,3.4516,-76.532
2024-05-26,25.9,18.3,21.6,18.7,8.4,29090.09,Cali,3.4516,-76.532
2024-05-27,26.0,18.5,21.5,18.4,9.1,23195.48,Cali,3.4516,-76.532
2024-05-28,25.9,18.6,21.6,19.0,9.3,36971.83,Cali,3.4516,-76.532
2024-05-29,22.5,18.6,20.3,23.9,9.4,5913.21,Cali,3.4516,-76.532
2024-05-30,25.4,17.3,21.1,31.5,7.6,35945.42,Cali,3.4516,-76.532
2024-05-31,26.4,18.3,21.9,1.9,7.1,41720.58,Cali,3.4516,-76.532
2024-06-01,27.7,19.6,23.3,1.6,8.3,41187.79,Cali,3.4516,-76.532
2024-06-02,27.2,19.4,22.4,10.6,9.9,30670.48,Cali,3.4516,-76.532
2024-06-03,27.8,19.3,22.3,9.0,8.7,22625.7,Cali,3.4516,-76.532
2024-06-04,23.9,19.3,20.9,36.7,8.7,24165.54,Cali,3.4516,-76.532
2024-06-05,23.7,18.3,20.6,12.9,9.0,38602.66,Cali,3.4516,-76.532
2024-06-06,24.3,17.3,20.4,10.5,9.6,34992.27,Cali,3.4516,-76.532
2024-06-07,25.8,17.9,21.0,12.9,8.8,35575.94,Cali,3.4516,-76.532
2024-06-08,24.4,18.1,20.8,18.2,8.0,37848.21,Cali,3.4516,-76.532
2024-06-09,25.3,18.8,21.3,17.6,8.8,34164.36,Cali,3.4516,-76.532
2024-06-10,24.8,19.1,21.0,35.0,7.6,23268.2,Cali,3.4516,-76.532
2024-06-11,26.6,19.0,21.8,15.8,7.2,30861.51,Cali,3.4516,-76.532
2024-06-12,25.9,18.3,21.7,25.5,7.9,38922.47,Cali,3.4516,-76.532
2024-06-13,25.0,17.8,21.1,11.2,10.6,33035.96,Cali,3.4516,-76.532
2024-06-14,25.5,19.2,21.3,23.4,8.8,31901.61,Cali,3.4516,-76.532
2024-06-15,23.5,19.2,20.5,17.7,7.9,24676.04,Cali,3.4516,-76.532
2024-06-16,25.3,18.7,21.0,5.4,8.0,34387.64,Cali,3.4516,-76.532
2024-06-17,26.0,17.8,21.6,5.2,8.0,41747.52,Cali,3.4516,-76.532
2024-06-18,26.0,18.1,21.5,23.4,9.4,29631.58,Cali,3.4516,-76.532
2024-06-19,23.7,19.2,20.6,10.7,9.8,9262.73,Cali,3.4516,-76.532
2024-06-20,25.3,18.2,20.9,4.8,6.5,30341.41,Cali,3.4516,-76.532
2024-06-21,24.8,18.7,20.8,10.6,8.7,36960.16,Cali,3.4516,-76.532
2024-06-22,25.1,18.0,21.0,11.6,7.9,34094.15,Cali,3.4516,-76.532
2024-06-23,23.3,18.4,20.1,30.9,8.7,28215.78,Cali,3.4516,-76.532
2024-06-24,24.7,17.0,20.8,5.5,9.4,38147.13,Cali,3.4516,-76.532
2024-06-25,25.8,17.9,21.0,11.7,8.3,36315.94,Cali,3.4516,-76.532
2024-06-26,23.4,17.5,20.0,11.5,10.1,37380.55,Cali,3.4516,-76.532
2024-06-27,23.8,17.1,19.6,18.3,8.0,30176.61,Cali,3.4516,-76.532
2024-06-28,23.4,17.5,20.4,12.6,6.7,34279.13,Cali,3.4516,-76.532
2024-06-29,25.5,18.5,21.3,6.7,7.5,40473.19,Cali,3.4516,-76.532
2024-06-30,23.5,18.9,20.9,3.9,8.7,32333.77,Cali,3.4516,-76.532
2024-07-01,25.8,18.4,21.7,5.7,8.6,41008.74,Cali,3.4516,-76.532
2024-07-02,25.1,18.2,20.9,20.3,8.4,34611.84,Cali,3.4516,-76.532
2024-07-03,23.8,17.5,20.1,16.2,7.6,27656.04,Cali,3.4516,-76.532
2024-07-04,24.4,18.1,20.5,37.0,10.4,36118.67,Cali,3.4516,-76.532
2024-07-05,21.7,17.8,19.4,12.5,8.6,13198.6,Cali,3.4516,-76.532
2024-07-06,23.9,16.8,20.4,2.7,5.7,41730.98,Cali,3.4516,-76.532
2024-07-07,25.1,17.7,21.2,1.3,7.9,41728.68,Cali,3.4516,-76.532
2024-07-08,26.1,17.8,21.7,0.4,10.0,41726.24,Cali,3.4516,-76.532
2024-07-09,25.1,18.7,21.1,22.7,7.3,33990.73,Cali,3.4516,-76.532
2024-07-10,25.8,18.8,21.6,9.8,9.0,41720.93,Cali,3.4516,-76.532
2024-07-11,26.1,18.0,21.3,9.6,7.5,37675.26,Cali,3.4516,-76.532
2024-07-12,24.9,17.6,20.5,20.0,9.4,36608.25,Cali,3.4516,-76.532
2024-07-13,25.8,18.0,20.9,3.1,9.3,41712.52,Cali,3.4516,-76.532
2024-07-14,26.8,17.3,21.7,0.1,8.4,41329.71,Cali,3.4516,-76.532
2024-07-15,27.0,18.3,22.2,0.6,7.0,39971.53,Cali,3.4516,-76.532
2024-07-16,27.6,18.5,22.6,12.4,8.3,38131.54,Cali,3.4516,-76.532
2024-07-17,26.6,19.0,22.2,12.4,7.0,35020.43,Cali,3.4516,-76.532
2024-07-18,25.4,18.4,21.3,13.5,8.2,31012.09,Cali,3.4516,-76.532
2024-07-19,25.8,18.6,21.5,4.4,9.8,38296.53,Cali,3.4516,-76.532
2024-07-20,26.8,18.7,21.7,2.0,9.8,41451.19,Cali,3.4516,-76.532
2024-07-21,25.9,18.6,21.3,5.2,8.7,36395.91,Cali,3.4516,-76.532
2024-07-22,26.6,17.8,21.5,1.5,7.4,41679.58,Cali,3.4516,-76.532
2024-07-23,25.7,18.0,21.6,4.4,9.2,41246.16,Cali,3.4516,-76.532
2024-07-24,25.9,18.5,21.8,6.1,9.4,40710.84,Cali,3.4516,-76.532
2024-07-25,26.4,18.6,22.2,3.7,8.7,40923.95,Cali,3.4516,-76.532
2024-07-26,26.3,18.7,21.7,15.1,7.4,30882.5,Cali,3.4516,-76.532
2024-07-27,26.3,19.2,21.9,17.0,7.7,39305.2,Cali,3.4516,-76.532
2024-07-28,26.6,19.0,22.3,1.5,6.3,39605.47,Cali,3.4516,-76.532
2024-07-29,28.2,18.9,22.8,1.9,7.8,41646.6,Cali,3.4516,-76.532
2024-07-30,27.2,19.1,22.6,4.9,9.8,35181.43,Cali,3.4516,-76.532
2024-07-31,27.2,18.6,22.3,1.8,8.0,38453.66,Cali,3.4516,-76.532
2024-08-01,25.2,17.9,21.4,4.7,8.3,34009.38,Cali,3.4516,-76.532
2024-08-02,26.3,18.6,22.0,2.5,10.2,32407.8,Cali,3.4516,-76.532
2024-08-03,25.8,18.4,21.1,18.7,8.4,30070.51,Cali,3.4516,-76.532
2024-08-04,26.1,17.3,21.0,11.6,9.4,37267.98,Cali,3.4516,-76.532
2024-08-05,23.5,18.2,20.4,27.4,8.4,22152.02,Cali,3.4516,-76.532
2024-08-06,25.1,18.2,20.9,34.7,8.5,30947.6,Cali,3.4516,-76.532
2024-08-07,25.5,17.8,21.1,19.3,7.8,27362.88,Cali,3.4516,-76.532
2024-08-08,26.1,17.8,21.3,7.2,8.4,37749.98,Cali,3.4516,-76.532
2024-08-09,25.2,18.3,20.5,47.4,10.5,30619.91,Cali,3.4516,-76.532
2024-08-10,24.5,17.4,20.0,21.5,11.8,30341.17,Cali,3.4516,-76.532
2024-08-11,25.7,17.5,20.7,5.8,9.3,35350.36,Cali,3.4516,-76.532
2024-08-12,25.6,17.8,20.8,21.2,8.9,40719.68,Cali,3.4516,-76.532
2024-08-13,26.0,17.9,21.3,0.2,8.6,40121.62,Cali,3.4516,-76.532
2024-08-14,26.1,18.3,21.5,6.8,11.2,37830.96,Cali,3.4516,-76.532
2024-08-15,27.0,19.2,22.5,2.5,8.0,41331.24,Cali,3.4516,-76.532
2024-08-16,26.0,17.5,21.8,2.7,7.7,41533.76,Cali,3.4516,-76.532
2024-08-17,27.2,18.1,21.9,0.2,8.4,41054.53,Cali,3.4516,-76.532
2024-08-18,27.3,18.0,22.3,0.3,9.2,41159.25,Cali,3.4516,-76.532
2024-08-19,27.1,17.6,22.3,2.8,8.4,41511.52,Cali,3.4516,-76.532
2024-08-20,26.8,18.0,22.0,7.9,7.9,39219.19,Cali,3.4516,-76.532
2024-08-21,26.5,17.9,22.0,5.8,9.0,38767.13,Cali,3.4516,-76.532
2024-08-22,25.4,18.1,21.4,10.5,11.6,37339.69,Cali,3.4516,-76.532
2024-08-23,26.3,18.0,21.3,16.5,7.9,32710.09,Cali,3.4516,-76.532
2024-08-24,25.2,18.2,20.9,35.5,7.9,36028.71,Cali,3.4516,-76.532
2024-08-25,24.8,16.6,20.2,18.9,8.7,32418.15,Cali,3.4516,-76.532
2024-08-26,25.4,17.2,20.7,6.0,7.9,39417.13,Cali,3.4516,-76.532
2024-08-27,26.1,17.4,21.4,6.4,8.9,41445.62,Cali,3.4516,-76.532
2024-08-28,26.9,18.0,22.1,0.5,9.5,41436.84,Cali,3.4516,-76.532
2024-08-29,26.9,18.7,22.0,8.6,10.2,38326.43,Cali,3.4516,-76.532
2024-08-30,27.3,18.3,22.2,0.8,9.2,41159.71,Cali,3.4516,-76.532
2024-08-31,27.2,18.3,22.5,0.8,8.7,41409.87,Cali,3.4516,-76.532
2024-09-01,27.1,18.4,22.3,18.7,9.1,39101.71,Cali,3.4516,-76.532
2024-09-02,27.5,18.7,22.4,0.6,10.4,41341.38,Cali,3.4516,-76.532
2024-09-03,26.3,18.5,22.0,12.4,8.4,41100.05,Cali,3.4516,-76.532
2024-09-04,27.2,19.0,22.5,1.8,9.1,39901.61,Cali,3.4516,-76.532
2024-09-05,26.3,19.3,21.8,15.8,11.5,39366.96,Cali,3.4516,-76.532
2024-09-06,28.1,19.1,23.0,0.4,11.4,40356.95,Cali,3.4516,-76.532
2024-09-07,27.2,18.8,22.9,1.4,11.2,38055.33,Cali,3.4516,-76.532
2024-09-08,27.7,18.9,22.9,1.9,8.8,38818.13,Cali,3.4516,-76.532
2024-09-09,28.8,19.1,23.0,2.8,9.4,41280.06,Cali,3.4516,-76.532
2024-09-10,27.7,18.7,22.7,0.6,12.1,41314.21,Cali,3.4516,-76.532
2024-09-11,28.3,18.1,22.8,6.4,10.6,40227.01,Cali,3.4516,-76.532
2024-09-12,27.8,18.8,22.7,4.5,12.3,38538.0,Cali,3.4516,-76.532
2024-09-13,27.6,18.8,22.9,4.6,12.8,41282.93,Cali,3.4516,-76.532
2024-09-14,29.0,19.6,23.5,1.1,10.9,40804.19,Cali,3.4516,-76.532
2024-09-15,29.4,18.4,23.7,0.3,10.5,41261.53,Cali,3.4516,-76.532
2024-09-16,28.9,20.3,23.5,7.0,10.8,38448.83,Cali,3.4516,-76.532
2024-09-17,29.1,19.7,23.7,0.1,10.5,40190.2,Cali,3.4516,-76.532
2024-09-18,29.4,19.1,24.1,1.2,11.2,40756.6,Cali,3.4516,-76.532
2024-09-19,27.9,19.2,22.8,1.3,10.8,29775.83,Cali,3.4516,-76.532
2024-09-20,28.0,19.3,22.8,8.9,14.3,38883.23,Cali,3.4516,-76.532
2024-09-21,25.8,18.8,21.6,26.4,8.3,38991.17,Cali,3.4516,-76.532
2024-09-22,25.6,18.3,21.3,15.4,10.1,38996.11,Cali,3.4516,-76.532
2024-09-23,27.6,18.2,22.3,0.6,12.1,32703.8,Cali,3.4516,-76.532
2024-09-24,27.7,18.0,22.5,2.9,12.8,40808.51,Cali,3.4516,-76.532
2024-09-25,27.2,18.9,22.3,7.1,11.0,29026.87,Cali,3.4516,-76.532
2024-09-26,26.7,18.6,21.8,11.8,8.8,29324.08,Cali,3.4516,-76.532
2024-09-27,28.1,19.1,22.3,14.2,11.0,33564.12,Cali,3.4516,-76.532
2024-09-28,21.9,17.5,19.5,31.2,7.3,1761.98,Cali,3.4516,-76.532
2024-09-29,26.5,16.8,21.1,2.1,10.4,33834.7,Cali,3.4516,-76.532
2024-09-30,27.3,17.3,21.8,5.4,7.5,38015.35,Cali,3.4516,-76.532
2024-10-01,24.9,18.0,20.8,18.3,9.8,37862.73,Cali,3.4516,-76.532
2024-10-02,25.7,18.1,21.2,15.4,10.5,36899.74,Cali,3.4516,-76.532
2024-10-03,24.5,18.7,21.0,4.6,9.5,25698.27,Cali,3.4516,-76.532
2024-10-04,24.8,18.1,21.0,26.1,11.7,31181.22,Cali,3.4516,-76.532
2024-10-05,26.8,18.0,22.2,3.6,7.7,40316.02,Cali,3.4516,-76.532
2024-10-06,26.4,18.3,21.4,12.3,6.8,35797.73,Cali,3.4516,-76.532
2024-10-07,27.9,18.4,21.7,25.4,7.3,35792.6,Cali,3.4516,-76.532
2024-10-08,24.6,19.0,21.0,27.3,7.6,22376.51,Cali,3.4516,-76.532
2024-10-09,26.2,19.1,22.0,4.7,7.0,40979.59,Cali,3.4516,-76.532
2024-10-10,24.4,18.0,20.5,19.6,8.4,25135.44,Cali,3.4516,-76.532
2024-10-11,26.9,18.4,21.7,4.8,10.1,40605.47,Cali,3.4516,-76.532
2024-10-12,26.4,18.3,21.6,5.1,10.7,36042.22,Cali,3.4516,-76.532
2024-10-13,25.6,19.1,21.7,14.8,8.3,34070.36,Cali,3.4516,-76.532
2024-10-14,26.4,17.9,21.8,18.9,7.4,35446.8,Cali,3.4516,-76.532
2024-10-15,23.1,18.3,20.2,7.6,9.8,5976.65,Cali,3.4516,-76.532
2024-10-16,26.6,17.1,21.7,5.9,11.0,39496.3,Cali,3.4516,-76.532
2024-10-17,27.5,18.8,22.5,8.3,11.4,40068.59,Cali,3.4516,-76.532
2024-10-18,26.7,18.3,21.9,12.1,10.2,26133.78,Cali,3.4516,-76.532
2024-10-19,25.7,18.8,21.6,27.0,10.7,30259.92,Cali,3.4516,-76.532
2024-10-20,25.5,17.6,20.5,3.7,7.0,18374.33,Cali,3.4516,-76.532
2024-10-21,27.3,16.8,21.5,10.8,5.8,38996.51,Cali,3.4516,-76.532
2024-10-22,26.6,18.7,21.8,32.6,9.0,36356.0,Cali,3.4516,-76.532
2024-10-23,24.7,19.0,21.6,23.3,6.8,37173.37,Cali,3.4516,-76.532
2024-10-24,26.4,19.3,22.1,14.8,7.3,38694.06,Cali,3.4516,-76.532
2024-10-25,26.7,18.9,22.3,12.9,7.8,37048.46,Cali,3.4516,-76.532
2024-10-26,25.4,18.4,21.9,5.8,8.5,30786.33,Cali,3.4516,-76.532
2024-10-27,25.8,18.7,21.5,12.5,10.0,27299.01,Cali,3.4516,-76.532
2024-10-28,26.1,18.8,21.2,18.2,8.3,24485.17,Cali,3.4516,-76.532
2024-10-29,26.6,18.2,22.1,4.6,7.4,36762.08,Cali,3.4516,-76.532
2024-10-30,24.3,19.4,21.2,14.3,8.2,6119.36,Cali,3.4516,-76.532
2024-10-31,26.0,18.6,21.5,16.3,8.8,28296.61,Cali,3.4516,-76.532
2024-11-01,24.1,18.9,20.5,54.0,5.6,22185.67,Cali,3.4516,-76.532
2024-11-02,24.8,17.9,19.9,2.5,8.2,21093.47,Cali,3.4516,-76.532
2024-11-03,26.6,17.2,21.1,15.6,8.9,35424.78,Cali,3.4516,-76.532
2024-11-04,25.6,18.0,21.0,2.6,6.7,29243.39,Cali,3.4516,-76.532
2024-11-05,27.5,18.4,22.3,0.8,6.0,39294.41,Cali,3.4516,-76.532
2024-11-06,27.2,18.2,22.3,0.9,8.4,35889.58,Cali,3.4516,-76.532
2024-11-07,24.6,18.7,21.5,9.6,7.0,25043.78,Cali,3.4516,-76.532
2024-11-08,23.5,18.6,20.4,48.8,7.2,14981.39,Cali,3.4516,-76.532
2024-11-09,25.8,17.9,20.8,5.6,9.0,39258.06,Cali,3.4516,-76.532
2024-11-10,25.3,17.6,20.6,3.1,9.3,25975.34,Cali,3.4516,-76.532
